temps;exponential;X_EL;X_ET;X_A;X_local_level;X_local_trend
2024-12-20;-9.64683820532931;14.38;0.02;10;-1.5950000000000002;-0.005
2024-12-21;-9.557118710589249;14.4;0.02;10;-1.6;-0.005
2024-12-22;-9.675148433704086;14.42;0.02;10;-1.605;-0.005
2024-12-23;-9.625666660782864;14.44;0.02;10;-1.6099999999999999;-0.005
2024-12-24;-9.751581948359691;14.46;0.02;10;-1.6150000000000002;-0.005
2024-12-25;-9.667726062371742;14.48;0.02;10;-1.62;-0.005
2024-12-26;-9.690167058012133;14.5;0.02;10;-1.625;-0.005
2024-12-27;-9.549862672044682;14.52;0.02;10;-1.63;-0.005
2024-12-28;-9.733852503050585;14.540000000000001;0.02;10;-1.6350000000000002;-0.005
2024-12-29;-9.705203997449408;14.56;0.02;10;-1.6400000000000001;-0.005
2024-12-30;-9.689732354393081;14.58;0.02;10;-1.645;-0.005
2024-12-31;-9.717890479904963;14.6;0.02;10;-1.65;-0.005
2025-01-01;-9.712569041488837;14.620000000000001;0.02;10;-1.6550000000000002;-0.005
2025-01-02;-9.675712702166235;14.64;0.02;10;-1.6600000000000001;-0.005
2025-01-03;-9.659210498927347;14.66;0.02;10;-1.665;-0.005
2025-01-04;-9.59284802760228;14.68;0.02;10;-1.67;-0.005
2025-01-05;-9.740566710828052;14.700000000000001;0.02;10;-1.6750000000000003;-0.005
2025-01-06;-9.637624683294906;14.72;0.02;10;-1.6800000000000002;-0.005
2025-01-07;-9.717801679940942;14.74;0.02;10;-1.685;-0.005
2025-01-08;-9.70266955682514;14.76;0.02;10;-1.69;-0.005
2025-01-09;-9.77374457600834;14.780000000000001;0.02;10;-1.6950000000000003;-0.005
2025-01-10;-9.735632784306272;14.8;0.02;10;-1.7000000000000002;-0.005
2025-01-11;-9.693396433188479;14.82;0.02;10;-1.705;-0.005
2025-01-12;-9.694272692109191;14.84;0.02;10;-1.71;-0.005
2025-01-13;-9.780632099957005;14.86;0.02;10;-1.7149999999999999;-0.005
2025-01-14;-9.770308890266998;14.88;0.02;10;-1.7200000000000002;-0.005
2025-01-15;-9.864996735263006;14.9;0.02;10;-1.725;-0.005
2025-01-16;-9.814920355441993;14.92;0.02;10;-1.73;-0.005
2025-01-17;-9.785164995613963;14.94;0.02;10;-1.7349999999999999;-0.005
2025-01-18;-9.87759964399833;14.96;0.02;10;-1.7400000000000002;-0.005
2025-01-19;-9.81393642115497;14.98;0.02;10;-1.745;-0.005
2025-01-20;-9.936443461702169;15.0;0.02;10;-1.75;-0.005
2025-01-21;-9.879047118588787;15.02;0.02;10;-1.755;-0.005
2025-01-22;-9.93454550649471;15.040000000000001;0.02;10;-1.7600000000000002;-0.005
2025-01-23;-9.973383692649115;15.06;0.02;10;-1.7650000000000001;-0.005
2025-01-24;-9.923462008103298;15.08;0.02;10;-1.77;-0.005
2025-01-25;-9.88659662738855;15.1;0.02;10;-1.775;-0.005
2025-01-26;-9.992878275468723;15.120000000000001;0.02;10;-1.7800000000000002;-0.005
2025-01-27;-9.998366181861927;15.14;0.02;10;-1.7850000000000001;-0.005
2025-01-28;-10.038334103033495;15.16;0.02;10;-1.79;-0.005
2025-01-29;-10.043152134127949;15.18;0.02;10;-1.795;-0.005
2025-01-30;-10.041789704184492;15.200000000000001;0.02;10;-1.8000000000000003;-0.005
2025-01-31;-10.144548838217803;15.22;0.02;10;-1.8050000000000002;-0.005
2025-02-01;-10.116537470249156;15.24;0.02;10;-1.81;-0.005
2025-02-02;-10.181278468194803;15.26;0.02;10;-1.815;-0.005
2025-02-03;-10.147483292251001;15.280000000000001;0.02;10;-1.8200000000000003;-0.005
2025-02-04;-10.215648761534258;15.3;0.02;10;-1.8250000000000002;-0.005
2025-02-05;-10.122338659144736;15.32;0.02;10;-1.83;-0.005
2025-02-06;-10.278462046975534;15.34;0.02;10;-1.835;-0.005
2025-02-07;-10.321209521130713;15.36;0.02;10;-1.8399999999999999;-0.005
2025-02-08;-10.257512092269826;15.38;0.02;10;-1.8450000000000002;-0.005
2025-02-09;-10.329230719917058;15.4;0.02;10;-1.85;-0.005
2025-02-10;-10.260013648891919;15.42;0.02;10;-1.855;-0.005
2025-02-11;-10.285703889512064;15.44;0.02;10;-1.8599999999999999;-0.005
2025-02-12;-10.413650497782072;15.46;0.02;10;-1.8650000000000002;-0.005
2025-02-13;-10.429370543576763;15.48;0.02;10;-1.87;-0.005
2025-02-14;-10.411209126583492;15.5;0.02;10;-1.875;-0.005
2025-02-15;-10.414433978157227;15.52;0.02;10;-1.88;-0.005
2025-02-16;-10.510555255045425;15.540000000000001;0.02;10;-1.8850000000000002;-0.005
2025-02-17;-10.4845710529779;15.56;0.02;10;-1.8900000000000001;-0.005
2025-02-18;-10.564068487979668;15.58;0.02;10;-1.895;-0.005
2025-02-19;-10.521319995463184;15.6;0.02;10;-1.9;-0.005
2025-02-20;-10.615692168284586;15.620000000000001;0.02;10;-1.9050000000000002;-0.005
2025-02-21;-10.605873394469297;15.64;0.02;10;-1.9100000000000001;-0.005
2025-02-22;-10.59841330057343;15.66;0.02;10;-1.915;-0.005
2025-02-23;-10.751275644787375;15.68;0.02;10;-1.92;-0.005
2025-02-24;-10.724009636454674;15.700000000000001;0.02;10;-1.9250000000000003;-0.005
2025-02-25;-10.851089374563317;15.72;0.02;10;-1.9300000000000002;-0.005
2025-02-26;-10.791236007706116;15.74;0.02;10;-1.935;-0.005
2025-02-27;-10.876131312699036;15.76;0.02;10;-1.94;-0.005
2025-02-28;-10.825016375243862;15.780000000000001;0.02;10;-1.9450000000000003;-0.005
2025-03-01;-10.906827013140262;15.8;0.02;10;-1.9500000000000002;-0.005
2025-03-02;-10.98756745805605;15.82;0.02;10;-1.955;-0.005
2025-03-03;-10.899351263748606;15.84;0.02;10;-1.96;-0.005
2025-03-04;-11.049904567324026;15.860000000000001;0.02;10;-1.9650000000000003;-0.005
2025-03-05;-10.9665542916442;15.88;0.02;10;-1.9700000000000002;-0.005
2025-03-06;-11.072019500806054;15.9;0.02;10;-1.975;-0.005
2025-03-07;-11.051397971310047;15.92;0.02;10;-1.98;-0.005
2025-03-08;-11.18507161520573;15.94;0.02;10;-1.9849999999999999;-0.005
2025-03-09;-11.18913949046742;15.96;0.02;10;-1.9900000000000002;-0.005
2025-03-10;-11.234175072428574;15.98;0.02;10;-1.995;-0.005
2025-03-11;-11.221876018715724;16.0;0.02;10;-2.0;-0.005
2025-03-12;-11.267443781119017;16.02;0.02;10;-2.005;-0.005
2025-03-13;-11.348414765563534;16.04;0.02;10;-2.01;-0.005
2025-03-14;-11.357654139380891;16.06;0.02;10;-2.0149999999999997;-0.005
2025-03-15;-11.372955008795326;16.080000000000002;0.02;10;-2.0200000000000005;-0.005
2025-03-16;-11.505118969228201;16.1;0.02;10;-2.0250000000000004;-0.005
2025-03-17;-11.49775529956474;16.12;0.02;10;-2.0300000000000002;-0.005
2025-03-18;-11.478321042264307;16.14;0.02;10;-2.035;-0.005
2025-03-19;-11.51514107435895;16.16;0.02;10;-2.04;-0.005
2025-03-20;-11.57529992348887;16.18;0.02;10;-2.045;-0.005
2025-03-21;-11.60868563932615;16.2;0.02;10;-2.05;-0.005
2025-03-22;-11.632280388302458;16.22;0.02;10;-2.0549999999999997;-0.005
2025-03-23;-11.71034791993406;16.240000000000002;0.02;10;-2.0600000000000005;-0.005
2025-03-24;-11.799788256398045;16.26;0.02;10;-2.0650000000000004;-0.005
2025-03-25;-11.77436527631994;16.28;0.02;10;-2.0700000000000003;-0.005
2025-03-26;-11.825926365755915;16.3;0.02;10;-2.075;-0.005
2025-03-27;-11.905212209514726;16.32;0.02;10;-2.08;-0.005
2025-03-28;-11.931411812765628;16.34;0.02;10;-2.085;-0.005
2025-03-29;-11.99627530321334;16.36;0.02;10;-2.09;-0.005
2025-03-30;-12.043008350139552;16.38;0.02;10;-2.0949999999999998;-0.005
2025-03-31;-12.109514955738094;16.4;0.02;10;-2.0999999999999996;-0.005
2025-04-01;-12.141154150996357;16.42;0.02;10;-2.1050000000000004;-0.005
2025-04-02;-12.086201078610792;16.44;0.02;10;-2.1100000000000003;-0.005
2025-04-03;-12.14795141629705;16.46;0.02;10;-2.115;-0.005
2025-04-04;-12.16970864267483;16.48;0.02;10;-2.12;-0.005
2025-04-05;-12.234187656734736;16.5;0.02;10;-2.125;-0.005
2025-04-06;-12.204990966612481;16.52;0.02;10;-2.13;-0.005
2025-04-07;-12.36103769935495;16.54;0.02;10;-2.135;-0.005
2025-04-08;-12.38596992240177;16.56;0.02;10;-2.1399999999999997;-0.005
2025-04-09;-12.399425606850404;16.580000000000002;0.02;10;-2.1450000000000005;-0.005
2025-04-10;-12.44782589844304;16.6;0.02;10;-2.1500000000000004;-0.005
2025-04-11;-12.439625452201913;16.62;0.02;10;-2.1550000000000002;-0.005
2025-04-12;-12.468474968605255;16.64;0.02;10;-2.16;-0.005
2025-04-13;-12.437863473479467;16.66;0.02;10;-2.165;-0.005
2025-04-14;-12.514063350270032;16.68;0.02;10;-2.17;-0.005
2025-04-15;-12.557817995915457;16.7;0.02;10;-2.175;-0.005
2025-04-16;-12.611486754794523;16.72;0.02;10;-2.1799999999999997;-0.005
2025-04-17;-12.759988963503394;16.740000000000002;0.02;10;-2.1850000000000005;-0.005
2025-04-18;-12.724049695911255;16.76;0.02;10;-2.1900000000000004;-0.005
2025-04-19;-12.770499289392607;16.78;0.02;10;-2.1950000000000003;-0.005
2025-04-20;-12.778468115358901;16.8;0.02;10;-2.2;-0.005
2025-04-21;-12.893964861866857;16.82;0.02;10;-2.205;-0.005
2025-04-22;-12.897057082224048;16.84;0.02;10;-2.21;-0.005
2025-04-23;-12.946883930813776;16.86;0.02;10;-2.215;-0.005
2025-04-24;-12.993203611177321;16.88;0.02;10;-2.2199999999999998;-0.005
2025-04-25;-13.01092151406374;16.9;0.02;10;-2.2249999999999996;-0.005
2025-04-26;-13.059433671375077;16.92;0.02;10;-2.2300000000000004;-0.005
2025-04-27;-13.061832717898497;16.94;0.02;10;-2.2350000000000003;-0.005
2025-04-28;-13.140101321475615;16.96;0.02;10;-2.24;-0.005
2025-04-29;-13.12380770582314;16.98;0.02;10;-2.245;-0.005
2025-04-30;-13.246193524929575;17.0;0.02;10;-2.25;-0.005
2025-05-01;-13.223368490289317;17.02;0.02;10;-2.255;-0.005
2025-05-02;-13.282311394992245;17.04;0.02;10;-2.26;-0.005
2025-05-03;-13.265115856854987;17.06;0.02;10;-2.2649999999999997;-0.005
2025-05-04;-13.294277648122357;17.080000000000002;0.02;10;-2.2700000000000005;-0.005
2025-05-05;-13.463518572070177;17.1;0.02;10;-2.2750000000000004;-0.005
2025-05-06;-13.375165848795383;17.12;0.02;10;-2.2800000000000002;-0.005
2025-05-07;-13.369751090879678;17.14;0.02;10;-2.285;-0.005
2025-05-08;-13.426135834057558;17.16;0.02;10;-2.29;-0.005
2025-05-09;-13.479275308987527;17.18;0.02;10;-2.295;-0.005
2025-05-10;-13.476266530372985;17.2;0.02;10;-2.3;-0.005
2025-05-11;-13.540594839819395;17.22;0.02;10;-2.3049999999999997;-0.005
2025-05-12;-13.518155395821877;17.240000000000002;0.02;10;-2.3100000000000005;-0.005
2025-05-13;-13.667509321205092;17.26;0.02;10;-2.3150000000000004;-0.005
2025-05-14;-13.717722901431728;17.28;0.02;10;-2.3200000000000003;-0.005
2025-05-15;-13.648563042867302;17.3;0.02;10;-2.325;-0.005
2025-05-16;-13.679760094596919;17.32;0.02;10;-2.33;-0.005
2025-05-17;-13.81120302087071;17.34;0.02;10;-2.335;-0.005
2025-05-18;-13.764044238610168;17.36;0.02;10;-2.34;-0.005
2025-05-19;-13.829774377240714;17.38;0.02;10;-2.3449999999999998;-0.005
2025-05-20;-13.725732485198645;17.400000000000002;0.02;10;-2.3500000000000005;-0.005
2025-05-21;-13.776677432691784;17.42;0.02;10;-2.3550000000000004;-0.005
2025-05-22;-13.82381796205324;17.44;0.02;10;-2.3600000000000003;-0.005
2025-05-23;-13.927846399241954;17.46;0.02;10;-2.365;-0.005
2025-05-24;-13.92709850564204;17.48;0.02;10;-2.37;-0.005
2025-05-25;-13.933363046841292;17.5;0.02;10;-2.375;-0.005
2025-05-26;-14.075606174963578;17.52;0.02;10;-2.38;-0.005
2025-05-27;-14.011243837014954;17.54;0.02;10;-2.385;-0.005
2025-05-28;-14.006311902136723;17.56;0.02;10;-2.3899999999999997;-0.005
2025-05-29;-14.103722371105867;17.580000000000002;0.02;10;-2.3950000000000005;-0.005
2025-05-30;-14.049517905163087;17.6;0.02;10;-2.4000000000000004;-0.005
2025-05-31;-14.118699819338559;17.62;0.02;10;-2.4050000000000002;-0.005
2025-06-01;-14.087736436923082;17.64;0.02;10;-2.41;-0.005
2025-06-02;-14.11449368734942;17.66;0.02;10;-2.415;-0.005
2025-06-03;-14.15972968184756;17.68;0.02;10;-2.42;-0.005
2025-06-04;-14.18558176343512;17.7;0.02;10;-2.425;-0.005
2025-06-05;-14.273451174721956;17.72;0.02;10;-2.4299999999999997;-0.005
2025-06-06;-14.277346406961911;17.740000000000002;0.02;10;-2.4350000000000005;-0.005
2025-06-07;-14.183664551004021;17.76;0.02;10;-2.4400000000000004;-0.005
2025-06-08;-14.307492926449688;17.78;0.02;10;-2.4450000000000003;-0.005
2025-06-09;-14.349340021654381;17.8;0.02;10;-2.45;-0.005
2025-06-10;-14.284061216685737;17.82;0.02;10;-2.455;-0.005
2025-06-11;-14.352941706413823;17.84;0.02;10;-2.46;-0.005
2025-06-12;-14.32539525494427;17.86;0.02;10;-2.465;-0.005
2025-06-13;-14.391975213855844;17.88;0.02;10;-2.4699999999999998;-0.005
2025-06-14;-14.359846613289005;17.900000000000002;0.02;10;-2.4750000000000005;-0.005
2025-06-15;-14.367905096019665;17.92;0.02;10;-2.4800000000000004;-0.005
2025-06-16;-14.421486928663391;17.94;0.02;10;-2.4850000000000003;-0.005
2025-06-17;-14.460944423364737;17.96;0.02;10;-2.49;-0.005
2025-06-18;-14.38651491481745;17.98;0.02;10;-2.495;-0.005
2025-06-19;-14.530807731832043;18.0;0.02;10;-2.5;-0.005
2025-06-20;-14.471243791948503;18.02;0.02;10;-2.505;-0.005
2025-06-21;-14.502073084321255;18.04;0.02;10;-2.51;-0.005
2025-06-22;-14.48471798851158;18.06;0.02;10;-2.5149999999999997;-0.005
2025-06-23;-14.61902751213849;18.080000000000002;0.02;10;-2.5200000000000005;-0.005
2025-06-24;-14.479586186275403;18.1;0.02;10;-2.5250000000000004;-0.005
2025-06-25;-14.479113524110705;18.12;0.02;10;-2.5300000000000002;-0.005
2025-06-26;-14.590804485176635;18.14;0.02;10;-2.535;-0.005
2025-06-27;-14.59686218376065;18.16;0.02;10;-2.54;-0.005
2025-06-28;-14.537201127465261;18.18;0.02;10;-2.545;-0.005
2025-06-29;-14.516027683945236;18.2;0.02;10;-2.55;-0.005
2025-06-30;-14.638867050784292;18.22;0.02;10;-2.5549999999999997;-0.005
2025-07-01;-14.480572937157987;18.240000000000002;0.02;10;-2.5600000000000005;-0.005
2025-07-02;-14.499368727576186;18.26;0.02;10;-2.5650000000000004;-0.005
2025-07-03;-14.419574294286244;18.28;0.02;10;-2.5700000000000003;-0.005
2025-07-04;-14.507088345193235;18.3;0.02;10;-2.575;-0.005
2025-07-05;-14.606070909749144;18.32;0.02;10;-2.58;-0.005
2025-07-06;-14.62947139945408;18.34;0.02;10;-2.585;-0.005
2025-07-07;-14.551176973568252;18.36;0.02;10;-2.59;-0.005
2025-07-08;-14.574318445647844;18.38;0.02;10;-2.5949999999999998;-0.005
2025-07-09;-14.576184714466468;18.400000000000002;0.02;10;-2.6000000000000005;-0.005
2025-07-10;-14.540320523625775;18.42;0.02;10;-2.6050000000000004;-0.005
2025-07-11;-14.481536377041195;18.44;0.02;10;-2.6100000000000003;-0.005
2025-07-12;-14.657817911668952;18.46;0.02;10;-2.615;-0.005
2025-07-13;-14.531227492103326;18.48;0.02;10;-2.62;-0.005
2025-07-14;-14.6302456293673;18.5;0.02;10;-2.625;-0.005
2025-07-15;-14.637417019671556;18.52;0.02;10;-2.63;-0.005
2025-07-16;-14.518198160781324;18.54;0.02;10;-2.635;-0.005
2025-07-17;-14.615811446852945;18.56;0.02;10;-2.6399999999999997;-0.005
2025-07-18;-14.497039294758004;18.580000000000002;0.02;10;-2.6450000000000005;-0.005
2025-07-19;-14.596471360523395;18.6;0.02;10;-2.6500000000000004;-0.005
2025-07-20;-14.509894263167592;18.62;0.02;10;-2.6550000000000002;-0.005
2025-07-21;-14.539962074635236;18.64;0.02;10;-2.66;-0.005
2025-07-22;-14.561374171612428;18.66;0.02;10;-2.665;-0.005
2025-07-23;-14.575260143161167;18.68;0.02;10;-2.67;-0.005
2025-07-24;-14.582887043253862;18.7;0.02;10;-2.675;-0.005
2025-07-25;-14.534009037616064;18.72;0.02;10;-2.6799999999999997;-0.005
2025-07-26;-14.530845812738994;18.740000000000002;0.02;10;-2.6850000000000005;-0.005
2025-07-27;-14.51084791601328;18.76;0.02;10;-2.6900000000000004;-0.005
2025-07-28;-14.533569566376002;18.78;0.02;10;-2.6950000000000003;-0.005
2025-07-29;-14.502533611575391;18.8;0.02;10;-2.7;-0.005
2025-07-30;-14.566028671013015;18.82;0.02;10;-2.705;-0.005
2025-07-31;-14.434666178287056;18.84;0.02;10;-2.71;-0.005
2025-08-01;-14.490303528998705;18.86;0.02;10;-2.715;-0.005
2025-08-02;-14.423394067070866;18.88;0.02;10;-2.7199999999999998;-0.005
2025-08-03;-14.457762503356186;18.900000000000002;0.02;10;-2.7250000000000005;-0.005
2025-08-04;-14.403549472641746;18.92;0.02;10;-2.7300000000000004;-0.005
2025-08-05;-14.450825384048795;18.94;0.02;10;-2.7350000000000003;-0.005
2025-08-06;-14.364669836480237;18.96;0.02;10;-2.74;-0.005
2025-08-07;-14.362185802806522;18.98;0.02;10;-2.745;-0.005
2025-08-08;-14.363375673883237;19.0;0.02;10;-2.75;-0.005
2025-08-09;-14.376239584659167;19.02;0.02;10;-2.755;-0.005
2025-08-10;-14.29060374697113;19.04;0.02;10;-2.76;-0.005
2025-08-11;-14.274854149632556;19.06;0.02;10;-2.7649999999999997;-0.005
2025-08-12;-14.28810818242917;19.080000000000002;0.02;10;-2.7700000000000005;-0.005
2025-08-13;-14.33457557822319;19.1;0.02;10;-2.7750000000000004;-0.005
2025-08-14;-14.16817621936546;19.12;0.02;10;-2.7800000000000002;-0.005
2025-08-15;-14.262512006289857;19.14;0.02;10;-2.785;-0.005
2025-08-16;-14.1284151770082;19.16;0.02;10;-2.79;-0.005
2025-08-17;-14.207467643843142;19.18;0.02;10;-2.795;-0.005
2025-08-18;-14.127908620958554;19.2;0.02;10;-2.8;-0.005
2025-08-19;-14.180442450318298;19.22;0.02;10;-2.8049999999999997;-0.005
2025-08-20;-14.149874220734642;19.240000000000002;0.02;10;-2.8100000000000005;-0.005
2025-08-21;-14.179703135158096;19.26;0.02;10;-2.8150000000000004;-0.005
2025-08-22;-14.097782204857268;19.28;0.02;10;-2.8200000000000003;-0.005
2025-08-23;-14.066419459410486;19.3;0.02;10;-2.825;-0.005
2025-08-24;-14.056330406337546;19.32;0.02;10;-2.83;-0.005
2025-08-25;-14.052886836004973;19.34;0.02;10;-2.835;-0.005
2025-08-26;-14.066827973531993;19.36;0.02;10;-2.84;-0.005
2025-08-27;-13.984981471888869;19.38;0.02;10;-2.8449999999999998;-0.005
2025-08-28;-13.999527447946178;19.400000000000002;0.02;10;-2.8500000000000005;-0.005
2025-08-29;-14.018733250112641;19.42;0.02;10;-2.8550000000000004;-0.005
2025-08-30;-13.921653653369614;19.44;0.02;10;-2.8600000000000003;-0.005
2025-08-31;-13.896754388012713;19.46;0.02;10;-2.865;-0.005
2025-09-01;-13.881785184095797;19.48;0.02;10;-2.87;-0.005
2025-09-02;-13.83094529570686;19.5;0.02;10;-2.875;-0.005
2025-09-03;-13.785026610948801;19.52;0.02;10;-2.88;-0.005
2025-09-04;-13.860135314689485;19.54;0.02;10;-2.885;-0.005
2025-09-05;-13.760848728259102;19.56;0.02;10;-2.8899999999999997;-0.005
2025-09-06;-13.64635724112501;19.580000000000002;0.02;10;-2.8950000000000005;-0.005
2025-09-07;-13.804883284886682;19.6;0.02;10;-2.9000000000000004;-0.005
2025-09-08;-13.721111996622927;19.62;0.02;10;-2.9050000000000002;-0.005
2025-09-09;-13.665213177552566;19.64;0.02;10;-2.91;-0.005
2025-09-10;-13.635140862155517;19.66;0.02;10;-2.915;-0.005
2025-09-11;-13.565739000173197;19.68;0.02;10;-2.92;-0.005
2025-09-12;-13.596596636102149;19.7;0.02;10;-2.925;-0.005
2025-09-13;-13.531159210855975;19.72;0.02;10;-2.9299999999999997;-0.005
2025-09-14;-13.522318350395901;19.740000000000002;0.02;10;-2.9350000000000005;-0.005
2025-09-15;-13.542705337953134;19.76;0.02;10;-2.9400000000000004;-0.005
2025-09-16;-13.589286320461213;19.78;0.02;10;-2.9450000000000003;-0.005
2025-09-17;-13.433213950129169;19.8;0.02;10;-2.95;-0.005
2025-09-18;-13.410981455796504;19.82;0.02;10;-2.955;-0.005
2025-09-19;-13.457317081853695;19.84;0.02;10;-2.96;-0.005
2025-09-20;-13.427127603331412;19.86;0.02;10;-2.965;-0.005
2025-09-21;-13.315555082630326;19.88;0.02;10;-2.9699999999999998;-0.005
2025-09-22;-13.321227819655817;19.900000000000002;0.02;10;-2.9750000000000005;-0.005
2025-09-23;-13.364156067161424;19.92;0.02;10;-2.9800000000000004;-0.005
2025-09-24;-13.233945227076937;19.94;0.02;10;-2.9850000000000003;-0.005
2025-09-25;-13.271696093321724;19.96;0.02;10;-2.99;-0.005
2025-09-26;-13.096768352958922;19.98;0.02;10;-2.995;-0.005
2025-09-27;-13.181742704381769;20.0;0.02;10;-3.0;-0.005
2025-09-28;-13.093548857500089;20.02;0.02;10;-3.005;-0.005
2025-09-29;-13.140119183873512;20.04;0.02;10;-3.01;-0.005
2025-09-30;-13.13713637148695;20.06;0.02;10;-3.0149999999999997;-0.005
2025-10-01;-13.199069211844169;20.080000000000002;0.02;10;-3.0200000000000005;-0.005
2025-10-02;-13.059538688400584;20.1;0.02;10;-3.0250000000000004;-0.005
2025-10-03;-12.884535863746262;20.12;0.02;10;-3.0300000000000002;-0.005
2025-10-04;-12.942843769543623;20.14;0.02;10;-3.035;-0.005
2025-10-05;-12.931010819769476;20.16;0.02;10;-3.04;-0.005
2025-10-06;-12.892159545568237;20.18;0.02;10;-3.045;-0.005
2025-10-07;-12.945517243297495;20.2;0.02;10;-3.05;-0.005
2025-10-08;-12.873395688055318;20.22;0.02;10;-3.0549999999999997;-0.005
2025-10-09;-12.830665838502508;20.240000000000002;0.02;10;-3.0600000000000005;-0.005
2025-10-10;-12.886055293481743;20.26;0.02;10;-3.0650000000000004;-0.005
2025-10-11;-12.732536283931465;20.28;0.02;10;-3.0700000000000003;-0.005
2025-10-12;-12.677550562369849;20.3;0.02;10;-3.075;-0.005
2025-10-13;-12.580642149883188;20.32;0.02;10;-3.08;-0.005
2025-10-14;-12.639138425165953;20.34;0.02;10;-3.085;-0.005
2025-10-15;-12.685477216218823;20.36;0.02;10;-3.09;-0.005
2025-10-16;-12.61154443799791;20.38;0.02;10;-3.0949999999999998;-0.005
2025-10-17;-12.585678741358585;20.400000000000002;0.02;10;-3.1000000000000005;-0.005
2025-10-18;-12.594414401061277;20.42;0.02;10;-3.1050000000000004;-0.005
2025-10-19;-12.570744754873829;20.44;0.02;10;-3.1100000000000003;-0.005
2025-10-20;-12.37494493455518;20.46;0.02;10;-3.115;-0.005
2025-10-21;-12.46436906583671;20.48;0.02;10;-3.12;-0.005
2025-10-22;-12.421830890025278;20.5;0.02;10;-3.125;-0.005
2025-10-23;-12.428301066362202;20.52;0.02;10;-3.13;-0.005
2025-10-24;-12.409267821742976;20.54;0.02;10;-3.135;-0.005
2025-10-25;-12.330908856402623;20.56;0.02;10;-3.1399999999999997;-0.005
2025-10-26;-12.293906014315233;20.580000000000002;0.02;10;-3.1450000000000005;-0.005
2025-10-27;-12.235451326549159;20.6;0.02;10;-3.1500000000000004;-0.005
2025-10-28;-12.203048094466645;20.62;0.02;10;-3.1550000000000002;-0.005
2025-10-29;-12.253456177957199;20.64;0.02;10;-3.16;-0.005
2025-10-30;-12.162122953897807;20.66;0.02;10;-3.165;-0.005
2025-10-31;-12.161375716270346;20.68;0.02;10;-3.17;-0.005
2025-11-01;-12.163507132005801;20.7;0.02;10;-3.175;-0.005
2025-11-02;-12.228004631446813;20.72;0.02;10;-3.1799999999999997;-0.005
2025-11-03;-12.079503862880614;20.740000000000002;0.02;10;-3.1850000000000005;-0.005
2025-11-04;-12.128346052011281;20.76;0.02;10;-3.1900000000000004;-0.005
2025-11-05;-12.136089778118482;20.78;0.02;10;-3.1950000000000003;-0.005
2025-11-06;-12.025071612190818;20.8;0.02;10;-3.2;-0.005
2025-11-07;-12.076522367050261;20.82;0.02;10;-3.205;-0.005
2025-11-08;-11.974838223317565;20.84;0.02;10;-3.21;-0.005
2025-11-09;-11.93222914646174;20.86;0.02;10;-3.215;-0.005
2025-11-10;-11.966004463807504;20.88;0.02;10;-3.2199999999999998;-0.005
2025-11-11;-11.882203406265521;20.900000000000002;0.02;10;-3.2250000000000005;-0.005
2025-11-12;-11.946367415160712;20.92;0.02;10;-3.2300000000000004;-0.005
2025-11-13;-11.860809804478336;20.94;0.02;10;-3.2350000000000003;-0.005
2025-11-14;-11.869004330264852;20.96;0.02;10;-3.24;-0.005
2025-11-15;-11.907382424528503;20.98;0.02;10;-3.245;-0.005
2025-11-16;-11.819123946649803;21.0;0.02;10;-3.25;-0.005
2025-11-17;-11.804609932918787;21.02;0.02;10;-3.255;-0.005
2025-11-18;-11.808620517619623;21.04;0.02;10;-3.26;-0.005
2025-11-19;-11.73206505642218;21.06;0.02;10;-3.2649999999999997;-0.005
2025-11-20;-11.668726324967377;21.080000000000002;0.02;10;-3.2700000000000005;-0.005
2025-11-21;-11.777667676625246;21.1;0.02;10;-3.2750000000000004;-0.005
2025-11-22;-11.730882950773264;21.12;0.02;10;-3.2800000000000002;-0.005
2025-11-23;-11.634602889964217;21.14;0.02;10;-3.285;-0.005
2025-11-24;-11.744674669254074;21.16;0.02;10;-3.29;-0.005
2025-11-25;-11.629723497460523;21.18;0.02;10;-3.295;-0.005
2025-11-26;-11.632864502728879;21.2;0.02;10;-3.3;-0.005
2025-11-27;-11.704110615063552;21.22;0.02;10;-3.3049999999999997;-0.005
2025-11-28;-11.6003660789738;21.240000000000002;0.02;10;-3.3100000000000005;-0.005
2025-11-29;-11.677133612032751;21.26;0.02;10;-3.3150000000000004;-0.005
2025-11-30;-11.604551247995177;21.28;0.02;10;-3.3200000000000003;-0.005
2025-12-01;-11.644155944253647;21.3;0.02;10;-3.325;-0.005
2025-12-02;-11.609414252000406;21.32;0.02;10;-3.33;-0.005
2025-12-03;-11.577093151161296;21.34;0.02;10;-3.335;-0.005
2025-12-04;-11.54272522576555;21.36;0.02;10;-3.34;-0.005
2025-12-05;-11.532051684541393;21.38;0.02;10;-3.3449999999999998;-0.005
2025-12-06;-11.547425058315135;21.400000000000002;0.02;10;-3.3500000000000005;-0.005
2025-12-07;-11.588690387595596;21.42;0.02;10;-3.3550000000000004;-0.005
2025-12-08;-11.58233035962136;21.44;0.02;10;-3.3600000000000003;-0.005
2025-12-09;-11.458408806861241;21.46;0.02;10;-3.365;-0.005
2025-12-10;-11.476693375791694;21.48;0.02;10;-3.37;-0.005
2025-12-11;-11.504580755050158;21.5;0.02;10;-3.375;-0.005
2025-12-12;-11.5912155887852;21.52;0.02;10;-3.38;-0.005
2025-12-13;-11.514016124260145;21.54;0.02;10;-3.385;-0.005
