LTd_history,MP_history,anm_type,p_anm
"[0.0005922359384018222, 0.0005843169732338616, 0.0005835078158232573, 0.0005681930750076523, 0.000544603067625584, 0.0004641381672045081, 0.0004044824659716939, 0.00019814901680470336, 2.307559190252983e-05]","[4.336905938780354, 4.312827064478016, 4.312977336837082, 4.15399629986503, 4.202860793472709, 3.9453972993678197, 4.251308561755159, 3.375507624806307, 2.801452432787304]",1,0.9999970825866329
"[0.0006023872869547315, 0.0005922359384018222, 0.0005843169732338616, 0.0005814039082640744, 0.0005469993500920017, 0.0004760368652513972, 0.00040900818199351605, 0.00020663194468715392, 1.2212726217214181e-05]","[4.331664434585853, 4.336905938780354, 4.312827064478016, 4.257743425481565, 4.211101383360932, 3.861226045748441, 4.239733759953709, 3.218202975571758, 2.7562581194458007]",1,0.9999979506902588
"[0.0006195023247841485, 0.0006023872869547315, 0.0005922359384018222, 0.0005835078158232573, 0.0005540838766962223, 0.0004912449588466209, 0.00041472949570033995, 0.00021331298237311195, 2.245114376010912e-06]","[4.325988149557064, 4.331664434585853, 4.336905938780354, 4.312977336837082, 4.248644260444179, 4.014783872634915, 4.240908282736488, 3.181571519704369, 2.720570602409233]",1,0.9999979884722371
"[0.0006302069597005813, 0.0006195023247841485, 0.0006023872869547315, 0.0005843169732338616, 0.0005597380172736099, 0.0005055301355005709, 0.00041915520056353604, 0.00022412085998001452, -6.728139516044575e-06]","[4.32391304397421, 4.325988149557064, 4.331664434585853, 4.312827064478016, 4.190885585373475, 4.0512298980755705, 4.399429295486596, 3.1800496504207407, 2.7629031221137157]",1,0.9999990878920173
"[0.0006352363726051544, 0.0006302069597005813, 0.0006195023247841485, 0.0005922359384018222, 0.0005681930750076523, 0.0005206522074399696, 0.00041778184199546, 0.00022694849924653342, -1.1257510326568726e-05]","[4.308359734992779, 4.32391304397421, 4.325988149557064, 4.336905938780354, 4.15399629986503, 4.101291887298986, 4.43851206340494, 3.2173176982459943, 2.8090769573324774]",1,0.9999988375323409
"[0.000644147833817427, 0.0006352363726051544, 0.0006302069597005813, 0.0006023872869547315, 0.0005814039082640744, 0.0005228709530062377, 0.0004115838553384852, 0.00023646830231544269, -7.33426660402727e-06]","[4.21505676446919, 4.308359734992779, 4.32391304397421, 4.331664434585853, 4.257743425481565, 4.061153654881309, 4.349629515718589, 3.2168090548418076, 2.808976244081386]",1,0.9999995971910377
"[0.000646255512410302, 0.000644147833817427, 0.0006352363726051544, 0.0006195023247841485, 0.0005835078158232573, 0.0005316754674302636, 0.00041148600502124576, 0.00024625705761301483, -4.454983543904657e-06]","[4.114744556815099, 4.21505676446919, 4.308359734992779, 4.325988149557064, 4.312977336837082, 4.109661796195032, 4.22514073076259, 3.2249147709227386, 2.8180682752632733]",1,0.9999997926626633
"[0.0006562446863020147, 0.000646255512410302, 0.000644147833817427, 0.0006302069597005813, 0.0005843169732338616, 0.0005371334220823891, 0.0004046539796437159, 0.0002611716579076149, 1.0904622012896911e-05]","[3.7284763056519723, 4.114744556815099, 4.21505676446919, 4.32391304397421, 4.312827064478016, 4.1559463297998605, 4.068834511542029, 3.281602002335353, 2.819394482829667]",1,0.9999997508889514
"[0.0006664135532805671, 0.0006562446863020147, 0.000646255512410302, 0.0006352363726051544, 0.0005922359384018222, 0.000544603067625584, 0.0004153902299720646, 0.00027330042426882475, 9.834021655857457e-06]","[3.553931999705411, 3.7284763056519723, 4.114744556815099, 4.308359734992779, 4.336905938780354, 4.202860793472709, 3.925683078610972, 3.283813294184254, 2.8200474787433314]",1,0.9999998175781056
"[0.0006695986633851258, 0.0006664135532805671, 0.0006562446863020147, 0.000644147833817427, 0.0006023872869547315, 0.0005469993500920017, 0.00042583136350676467, 0.0002751696762301849, 2.1283914435441904e-05]","[3.367656422115743, 3.553931999705411, 3.7284763056519723, 4.21505676446919, 4.331664434585853, 4.211101383360932, 3.9092560533967444, 3.296527676015077, 2.8237235725636407]",1,0.999999917042515
"[0.0006738270158127716, 0.0006695986633851258, 0.0006664135532805671, 0.000646255512410302, 0.0006195023247841485, 0.0005540838766962223, 0.00043619301014847394, 0.00027227080152272647, 2.2197279356873576e-05]","[3.3146701503342886, 3.367656422115743, 3.553931999705411, 4.114744556815099, 4.325988149557064, 4.248644260444179, 3.972972588481672, 3.3081007269547777, 2.8130377747695654]",1,0.999999962529507
"[0.0006822538786028575, 0.0006738270158127716, 0.0006695986633851258, 0.0006562446863020147, 0.0006302069597005813, 0.0005597380172736099, 0.00043258903148183655, 0.00027384723307096663, 2.0585875865443507e-05]","[3.231430179759731, 3.3146701503342886, 3.367656422115743, 3.7284763056519723, 4.32391304397421, 4.190885585373475, 3.9417664430881447, 3.3254554117947808, 2.8083028832117227]",1,0.9999999956589218
"[0.0006925403012371481, 0.0006822538786028575, 0.0006738270158127716, 0.0006664135532805671, 0.0006352363726051544, 0.0005681930750076523, 0.0004429147034367579, 0.00027600262324161713, 1.6961543126664424e-05]","[3.1482466488521172, 3.231430179759731, 3.3146701503342886, 3.553931999705411, 4.308359734992779, 4.15399629986503, 3.9536782099681425, 3.3842742210280643, 2.849605175138382]",1,0.9999999967358518
"[0.0007143743560493528, 0.0006925403012371481, 0.0006822538786028575, 0.0006695986633851258, 0.000644147833817427, 0.0005814039082640744, 0.00044428248943825983, 0.00027686223353743094, 1.3359858618784138e-05]","[3.093850996816006, 3.1482466488521172, 3.231430179759731, 3.367656422115743, 4.21505676446919, 4.257743425481565, 3.9325458173874477, 3.417443438011166, 2.978874764136762]",1,0.9999999958405934
"[0.0007264689226513286, 0.0007143743560493528, 0.0006925403012371481, 0.0006738270158127716, 0.000646255512410302, 0.0005835078158232573, 0.0004464625802403232, 0.00027523326029116633, 1.0772211297309085e-05]","[3.1015277184800327, 3.093850996816006, 3.1482466488521172, 3.3146701503342886, 4.114744556815099, 4.312977336837082, 3.919667263512149, 3.415529321977464, 2.9877428120752416]",1,0.9999999976947154
"[0.0007301151984817005, 0.0007264689226513286, 0.0007143743560493528, 0.0006822538786028575, 0.0006562446863020147, 0.0005843169732338616, 0.0004542034995083018, 0.0002785386718117858, 1.1975545887504304e-05]","[3.0862915280371834, 3.1015277184800327, 3.093850996816006, 3.231430179759731, 3.7284763056519723, 4.312827064478016, 3.924478089762127, 3.4129400174272555, 2.9863450960332814]",1,0.9999999984491514
"[0.0007362775050866996, 0.0007301151984817005, 0.0007264689226513286, 0.0006925403012371481, 0.0006664135532805671, 0.0005922359384018222, 0.0004641381672045081, 0.00029051012846118414, 8.709483137845458e-06]","[3.1213413253669624, 3.0862915280371834, 3.1015277184800327, 3.1482466488521172, 3.553931999705411, 4.336905938780354, 3.9453972993678197, 3.458101603021554, 2.995227137623756]",1,0.9999999960600325
"[0.0007420389937451887, 0.0007362775050866996, 0.0007301151984817005, 0.0007143743560493528, 0.0006695986633851258, 0.0006023872869547315, 0.0004760368652513972, 0.0003055159642214454, 6.963494430355398e-06]","[3.1474953798689387, 3.1213413253669624, 3.0862915280371834, 3.093850996816006, 3.367656422115743, 4.331664434585853, 3.861226045748441, 3.636661828671827, 2.8978901065887808]",1,0.9999999975838628
"[0.0007377469148409059, 0.0007420389937451887, 0.0007362775050866996, 0.0007264689226513286, 0.0006738270158127716, 0.0006195023247841485, 0.0004912449588466209, 0.0003213687164858823, -1.0518587428249767e-06]","[3.1467384559278737, 3.1474953798689387, 3.1213413253669624, 3.1015277184800327, 3.3146701503342886, 4.325988149557064, 4.014783872634915, 3.8089369557971193, 2.890186863736648]",1,0.9999999974121053
"[0.0007394261458068456, 0.0007377469148409059, 0.0007420389937451887, 0.0007301151984817005, 0.0006822538786028575, 0.0006302069597005813, 0.0005055301355005709, 0.00033872637213876254, -5.0542686516776415e-06]","[3.2095447804583763, 3.1467384559278737, 3.1474953798689387, 3.0862915280371834, 3.231430179759731, 4.32391304397421, 4.0512298980755705, 3.8673927761965747, 2.895477202458828]",1,0.999999997937949
"[0.0007396238647669388, 0.0007394261458068456, 0.0007377469148409059, 0.0007362775050866996, 0.0006925403012371481, 0.0006352363726051544, 0.0005206522074399696, 0.0003520613546094677, -9.39800248360039e-06]","[3.3631603902030123, 3.2095447804583763, 3.1467384559278737, 3.1213413253669624, 3.1482466488521172, 4.308359734992779, 4.101291887298986, 4.0003525606737576, 2.911649717072185]",1,0.9999999935348799
"[0.0007412994263111726, 0.0007396238647669388, 0.0007394261458068456, 0.0007420389937451887, 0.0007143743560493528, 0.000644147833817427, 0.0005228709530062377, 0.0003590769384992626, -1.4298404955392748e-05]","[3.2878225094017584, 3.3631603902030123, 3.2095447804583763, 3.1474953798689387, 3.093850996816006, 4.21505676446919, 4.061153654881309, 4.028248750220521, 2.9094516002882225]",1,0.9999999943502844
"[0.0007335182165308314, 0.0007412994263111726, 0.0007396238647669388, 0.0007377469148409059, 0.0007264689226513286, 0.000646255512410302, 0.0005316754674302636, 0.000363336311394694, -1.9381764653197348e-05]","[3.0027012655765444, 3.2878225094017584, 3.3631603902030123, 3.1467384559278737, 3.1015277184800327, 4.114744556815099, 4.109661796195032, 4.065547359482703, 2.908999761473779]",1,0.9999999962274764
"[0.0007309693637818752, 0.0007335182165308314, 0.0007412994263111726, 0.0007394261458068456, 0.0007301151984817005, 0.0006562446863020147, 0.0005371334220823891, 0.0003705391695807999, -1.4887961858028957e-05]","[2.921979190409592, 3.0027012655765444, 3.2878225094017584, 3.2095447804583763, 3.0862915280371834, 3.7284763056519723, 4.1559463297998605, 4.0813225573977485, 2.9894677235519227]",1,0.9999999924375004
"[0.0007330065266850653, 0.0007309693637818752, 0.0007335182165308314, 0.0007396238647669388, 0.0007362775050866996, 0.0006664135532805671, 0.000544603067625584, 0.00038584857828504983, -1.3341723320942875e-05]","[2.926422121422665, 2.921979190409592, 3.0027012655765444, 3.3631603902030123, 3.1213413253669624, 3.553931999705411, 4.202860793472709, 4.1671536635744495, 2.987224316236569]",1,0.9999999948236343
"[0.0007288472322152864, 0.0007330065266850653, 0.0007309693637818752, 0.0007412994263111726, 0.0007420389937451887, 0.0006695986633851258, 0.0005469993500920017, 0.0004053775393021926, -1.2172429244672345e-05]","[2.9184953596282073, 2.926422121422665, 2.921979190409592, 3.2878225094017584, 3.1474953798689387, 3.367656422115743, 4.211101383360932, 4.249809949592198, 2.9289977245800864]",1,0.9999999992779492
"[0.0007296595749788861, 0.0007288472322152864, 0.0007330065266850653, 0.0007335182165308314, 0.0007377469148409059, 0.0006738270158127716, 0.0005540838766962223, 0.00041155915534401964, -1.0708058502150495e-05]","[2.9245816690071216, 2.9184953596282073, 2.926422121422665, 3.0027012655765444, 3.1467384559278737, 3.3146701503342886, 4.248644260444179, 4.280165914601815, 2.889016940557125]",1,0.9999999988393439
"[0.0007441860127474828, 0.0007296595749788861, 0.0007288472322152864, 0.0007309693637818752, 0.0007394261458068456, 0.0006822538786028575, 0.0005597380172736099, 0.00041870171810119716, -1.163016836637531e-05]","[3.086491204630141, 2.9245816690071216, 2.9184953596282073, 2.921979190409592, 3.2095447804583763, 3.231430179759731, 4.190885585373475, 4.329316980118625, 2.8248461605605892]",1,0.9999999986910295
"[0.0007477571227688262, 0.0007441860127474828, 0.0007296595749788861, 0.0007330065266850653, 0.0007396238647669388, 0.0006925403012371481, 0.0005681930750076523, 0.0004177306379125444, -1.2023929462554846e-05]","[3.0827092261321316, 3.086491204630141, 2.9245816690071216, 2.926422121422665, 3.3631603902030123, 3.1482466488521172, 4.15399629986503, 4.342771115337773, 2.8139651430127914]",1,0.9999999992393988
"[0.0007486330345353631, 0.0007477571227688262, 0.0007441860127474828, 0.0007288472322152864, 0.0007412994263111726, 0.0007143743560493528, 0.0005814039082640744, 0.00042033933098716784, -1.67144359547403e-05]","[3.088011728050302, 3.0827092261321316, 3.086491204630141, 2.9184953596282073, 3.2878225094017584, 3.093850996816006, 4.257743425481565, 4.302184095960652, 2.8163745893853602]",1,0.9999999992479466
"[0.0007529912519006849, 0.0007486330345353631, 0.0007477571227688262, 0.0007296595749788861, 0.0007335182165308314, 0.0007264689226513286, 0.0005835078158232573, 0.0004199810615317018, -1.7614609232354745e-05]","[3.051384301012743, 3.088011728050302, 3.0827092261321316, 2.9245816690071216, 3.0027012655765444, 3.1015277184800327, 4.312977336837082, 4.271828446794977, 2.794529371634546]",1,0.9999999996176769
"[0.0007551077085356537, 0.0007529912519006849, 0.0007486330345353631, 0.0007441860127474828, 0.0007309693637818752, 0.0007301151984817005, 0.0005843169732338616, 0.0004131648909855086, -3.062069032173028e-05]","[3.055923130012277, 3.051384301012743, 3.088011728050302, 3.086491204630141, 2.921979190409592, 3.0862915280371834, 4.312827064478016, 4.25891421299379, 2.817543336672271]",1,0.9999999998279604
"[0.0007609191988685923, 0.0007551077085356537, 0.0007529912519006849, 0.0007477571227688262, 0.0007330065266850653, 0.0007362775050866996, 0.0005922359384018222, 0.0004044824659716939, -3.462938977529167e-05]","[3.0566975809942045, 3.055923130012277, 3.051384301012743, 3.0827092261321316, 2.926422121422665, 3.1213413253669624, 4.336905938780354, 4.251308561755159, 2.8197980836971195]",1,0.9999999998728312
"[0.0007692394860635065, 0.0007609191988685923, 0.0007551077085356537, 0.0007486330345353631, 0.0007288472322152864, 0.0007420389937451887, 0.0006023872869547315, 0.00040900818199351605, -4.235232413732384e-05]","[3.079788121384708, 3.0566975809942045, 3.055923130012277, 3.088011728050302, 2.9184953596282073, 3.1474953798689387, 4.331664434585853, 4.239733759953709, 2.808937225322999]",1,0.9999999999032386
"[0.000775309547077164, 0.0007692394860635065, 0.0007609191988685923, 0.0007529912519006849, 0.0007296595749788861, 0.0007377469148409059, 0.0006195023247841485, 0.00041472949570033995, -4.478829896861673e-05]","[3.0978987252481756, 3.079788121384708, 3.0566975809942045, 3.051384301012743, 2.9245816690071216, 3.1467384559278737, 4.325988149557064, 4.240908282736488, 2.821606965404312]",1,0.9999999999839461
"[0.0007801603436940111, 0.000775309547077164, 0.0007692394860635065, 0.0007551077085356537, 0.0007441860127474828, 0.0007394261458068456, 0.0006302069597005813, 0.00041915520056353604, -4.790311435162648e-05]","[3.1003831092013607, 3.0978987252481756, 3.079788121384708, 3.055923130012277, 3.086491204630141, 3.2095447804583763, 4.32391304397421, 4.399429295486596, 2.5719884853125015]",1,0.9999999999951953
"[0.0007946896640606616, 0.0007801603436940111, 0.000775309547077164, 0.0007609191988685923, 0.0007477571227688262, 0.0007396238647669388, 0.0006352363726051544, 0.00041778184199546, -4.816720067904408e-05]","[3.1150280408499826, 3.1003831092013607, 3.0978987252481756, 3.0566975809942045, 3.0827092261321316, 3.3631603902030123, 4.308359734992779, 4.43851206340494, 2.5281160341694884]",1,0.9999999999943517
"[0.0008095511102395078, 0.0007946896640606616, 0.0007801603436940111, 0.0007692394860635065, 0.0007486330345353631, 0.0007412994263111726, 0.000644147833817427, 0.0004115838553384852, -4.944224407299138e-05]","[3.105492233712701, 3.1150280408499826, 3.1003831092013607, 3.079788121384708, 3.088011728050302, 3.2878225094017584, 4.21505676446919, 4.349629515718589, 2.531369172233591]",1,0.9999999999978753
"[0.0008252571151356603, 0.0008095511102395078, 0.0007946896640606616, 0.000775309547077164, 0.0007529912519006849, 0.0007335182165308314, 0.000646255512410302, 0.00041148600502124576, -5.285637367676249e-05]","[3.1214171535606563, 3.105492233712701, 3.1150280408499826, 3.0978987252481756, 3.051384301012743, 3.0027012655765444, 4.114744556815099, 4.22514073076259, 2.5306153321898095]",1,0.9999999999976565
"[0.0008292843065015013, 0.0008252571151356603, 0.0008095511102395078, 0.0007801603436940111, 0.0007551077085356537, 0.0007309693637818752, 0.0006562446863020147, 0.0004046539796437159, -4.99221277829247e-05]","[3.102031382671565, 3.1214171535606563, 3.105492233712701, 3.1003831092013607, 3.055923130012277, 2.921979190409592, 3.7284763056519723, 4.068834511542029, 2.530793862897206]",1,0.9999999999989851
"[0.0008305642520905098, 0.0008292843065015013, 0.0008252571151356603, 0.0007946896640606616, 0.0007609191988685923, 0.0007330065266850653, 0.0006664135532805671, 0.0004153902299720646, -4.560980119202934e-05]","[3.048018936652431, 3.102031382671565, 3.1214171535606563, 3.1150280408499826, 3.0566975809942045, 2.926422121422665, 3.553931999705411, 3.925683078610972, 2.5324004325106158]",1,0.9999999999993318
"[0.0008387095514144182, 0.0008305642520905098, 0.0008292843065015013, 0.0008095511102395078, 0.0007692394860635065, 0.0007288472322152864, 0.0006695986633851258, 0.00042583136350676467, -3.6285036368808554e-05]","[3.0706500112069457, 3.048018936652431, 3.102031382671565, 3.105492233712701, 3.079788121384708, 2.9184953596282073, 3.367656422115743, 3.9092560533967444, 2.52443860836159]",1,0.999999999999298
"[0.0008435873166709457, 0.0008387095514144182, 0.0008305642520905098, 0.0008252571151356603, 0.000775309547077164, 0.0007296595749788861, 0.0006738270158127716, 0.00043619301014847394, -2.210091307893458e-05]","[3.0662972804187554, 3.0706500112069457, 3.048018936652431, 3.1214171535606563, 3.0978987252481756, 2.9245816690071216, 3.3146701503342886, 3.972972588481672, 2.7416917398562086]",1,0.9999999999993525
"[0.0008456711865442279, 0.0008435873166709457, 0.0008387095514144182, 0.0008292843065015013, 0.0007801603436940111, 0.0007441860127474828, 0.0006822538786028575, 0.00043258903148183655, -5.3406233408947934e-06]","[3.0662175921896675, 3.0662972804187554, 3.0706500112069457, 3.102031382671565, 3.1003831092013607, 3.086491204630141, 3.231430179759731, 3.9417664430881447, 2.8141940157577494]",1,0.9999999999589732
"[0.0008548946631903286, 0.0008456711865442279, 0.0008435873166709457, 0.0008305642520905098, 0.0007946896640606616, 0.0007477571227688262, 0.0006925403012371481, 0.0004429147034367579, 3.981292465398304e-06]","[3.0551813720986476, 3.0662175921896675, 3.0662972804187554, 3.048018936652431, 3.1150280408499826, 3.0827092261321316, 3.1482466488521172, 3.9536782099681425, 2.7220958609710197]",1,0.9999999999994241
"[0.0008757216716366736, 0.0008548946631903286, 0.0008456711865442279, 0.0008387095514144182, 0.0008095511102395078, 0.0007486330345353631, 0.0007143743560493528, 0.00044428248943825983, 8.71026633567453e-06]","[3.3769583483520065, 3.0551813720986476, 3.0662175921896675, 3.0706500112069457, 3.105492233712701, 3.088011728050302, 3.093850996816006, 3.9325458173874477, 2.635921509091258]",1,0.9999999999995411
"[0.0008793700156362766, 0.0008757216716366736, 0.0008548946631903286, 0.0008435873166709457, 0.0008252571151356603, 0.0007529912519006849, 0.0007264689226513286, 0.0004464625802403232, 8.258720944610247e-06]","[3.403517196400257, 3.3769583483520065, 3.0551813720986476, 3.0662972804187554, 3.1214171535606563, 3.051384301012743, 3.1015277184800327, 3.919667263512149, 2.467239365124232]",1,0.9999999999985871
"[0.0008827113717157618, 0.0008793700156362766, 0.0008757216716366736, 0.0008456711865442279, 0.0008292843065015013, 0.0007551077085356537, 0.0007301151984817005, 0.0004542034995083018, 1.4237360126574699e-05]","[3.4094507694561105, 3.403517196400257, 3.3769583483520065, 3.0662175921896675, 3.102031382671565, 3.055923130012277, 3.0862915280371834, 3.924478089762127, 2.4615555527731403]",1,0.9999999999989228
"[0.0008910664044100608, 0.0008827113717157618, 0.0008793700156362766, 0.0008548946631903286, 0.0008305642520905098, 0.0007609191988685923, 0.0007362775050866996, 0.0004641381672045081, 2.6350643580782617e-05]","[3.4665388130695485, 3.4094507694561105, 3.403517196400257, 3.0551813720986476, 3.048018936652431, 3.0566975809942045, 3.1213413253669624, 3.9453972993678197, 2.681067652913464]",1,0.9999999999994911
"[0.0008989990803332221, 0.0008910664044100608, 0.0008827113717157618, 0.0008757216716366736, 0.0008387095514144182, 0.0007692394860635065, 0.0007420389937451887, 0.0004760368652513972, 4.625648023053275e-05]","[3.356904093552058, 3.4665388130695485, 3.4094507694561105, 3.3769583483520065, 3.0706500112069457, 3.079788121384708, 3.1474953798689387, 3.861226045748441, 2.864908094792188]",1,0.9999999999996426
"[0.0009002746214723326, 0.0008989990803332221, 0.0008910664044100608, 0.0008793700156362766, 0.0008435873166709457, 0.000775309547077164, 0.0007377469148409059, 0.0004912449588466209, 6.286638692334668e-05]","[3.310577503864692, 3.356904093552058, 3.4665388130695485, 3.403517196400257, 3.0662972804187554, 3.0978987252481756, 3.1467384559278737, 4.014783872634915, 2.925086186459274]",1,0.9999999999987332
"[0.0008976947664848533, 0.0009002746214723326, 0.0008989990803332221, 0.0008827113717157618, 0.0008456711865442279, 0.0007801603436940111, 0.0007394261458068456, 0.0005055301355005709, 7.494971790494529e-05]","[3.312225620099939, 3.310577503864692, 3.356904093552058, 3.4094507694561105, 3.0662175921896675, 3.1003831092013607, 3.2095447804583763, 4.0512298980755705, 3.1027723274530223]",1,0.9999999999970249
"[0.0009018065371643244, 0.0008976947664848533, 0.0009002746214723326, 0.0008910664044100608, 0.0008548946631903286, 0.0007946896640606616, 0.0007396238647669388, 0.0005206522074399696, 9.527593991008208e-05]","[3.3056276485367593, 3.312225620099939, 3.310577503864692, 3.4665388130695485, 3.0551813720986476, 3.1150280408499826, 3.3631603902030123, 4.101291887298986, 3.345661165442289]",1,0.9999999999917129
"[0.0009132753732174901, 0.0009018065371643244, 0.0008976947664848533, 0.0008989990803332221, 0.0008757216716366736, 0.0008095511102395078, 0.0007412994263111726, 0.0005228709530062377, 0.00010937039323971135]","[3.3454053096260634, 3.3056276485367593, 3.312225620099939, 3.356904093552058, 3.3769583483520065, 3.105492233712701, 3.2878225094017584, 4.061153654881309, 3.3586509688615203]",1,0.9999999999996166
"[0.0009325362796069143, 0.0009132753732174901, 0.0009018065371643244, 0.0009002746214723326, 0.0008793700156362766, 0.0008252571151356603, 0.0007335182165308314, 0.0005316754674302636, 0.00010924393186437847]","[3.354868269034791, 3.3454053096260634, 3.3056276485367593, 3.310577503864692, 3.403517196400257, 3.1214171535606563, 3.0027012655765444, 4.109661796195032, 3.352505116377247]",1,0.99999999999972
"[0.0009352827033059572, 0.0009325362796069143, 0.0009132753732174901, 0.0008976947664848533, 0.0008827113717157618, 0.0008292843065015013, 0.0007309693637818752, 0.0005371334220823891, 0.00011952270778283066]","[3.3765243588119667, 3.354868269034791, 3.3454053096260634, 3.312225620099939, 3.4094507694561105, 3.102031382671565, 2.921979190409592, 4.1559463297998605, 3.332107447804673]",1,0.9999999999997148
"[0.0009343968050603713, 0.0009352827033059572, 0.0009325362796069143, 0.0009018065371643244, 0.0008910664044100608, 0.0008305642520905098, 0.0007330065266850653, 0.000544603067625584, 0.0001331619621061625]","[3.39180411012619, 3.3765243588119667, 3.354868269034791, 3.3056276485367593, 3.4665388130695485, 3.048018936652431, 2.926422121422665, 4.202860793472709, 3.2748197865661317]",1,0.9999999999997501
"[0.0009303675284468795, 0.0009343968050603713, 0.0009352827033059572, 0.0009132753732174901, 0.0008989990803332221, 0.0008387095514144182, 0.0007288472322152864, 0.0005469993500920017, 0.0001395772820792621]","[3.4052863653720014, 3.39180411012619, 3.3765243588119667, 3.3454053096260634, 3.356904093552058, 3.0706500112069457, 2.9184953596282073, 4.211101383360932, 3.283480619209703]",1,0.9999999999997748
"[0.0009231738064940235, 0.0009303675284468795, 0.0009343968050603713, 0.0009325362796069143, 0.0009002746214723326, 0.0008435873166709457, 0.0007296595749788861, 0.0005540838766962223, 0.00014970372411375507]","[3.440197615341275, 3.4052863653720014, 3.39180411012619, 3.354868269034791, 3.310577503864692, 3.0662972804187554, 2.9245816690071216, 4.248644260444179, 3.288292218731708]",1,0.9999999999996603
"[0.0009106462012213298, 0.0009231738064940235, 0.0009303675284468795, 0.0009352827033059572, 0.0008976947664848533, 0.0008456711865442279, 0.0007441860127474828, 0.0005597380172736099, 0.00016008184340093878]","[3.4453668913754623, 3.440197615341275, 3.4052863653720014, 3.3765243588119667, 3.312225620099939, 3.0662175921896675, 3.086491204630141, 4.190885585373475, 3.2632082957014537]",1,0.9999999999995146
"[0.0009092744556047358, 0.0009106462012213298, 0.0009231738064940235, 0.0009343968050603713, 0.0009018065371643244, 0.0008548946631903286, 0.0007477571227688262, 0.0005681930750076523, 0.00016660776201666042]","[3.390748556067768, 3.4453668913754623, 3.440197615341275, 3.39180411012619, 3.3056276485367593, 3.0551813720986476, 3.0827092261321316, 4.15399629986503, 3.2469156534176307]",1,0.9999999999997299
"[0.0009122102405813295, 0.0009092744556047358, 0.0009106462012213298, 0.0009303675284468795, 0.0009132753732174901, 0.0008757216716366736, 0.0007486330345353631, 0.0005814039082640744, 0.00018570408278450237]","[3.3756859626455884, 3.390748556067768, 3.4453668913754623, 3.4052863653720014, 3.3454053096260634, 3.3769583483520065, 3.088011728050302, 4.257743425481565, 3.3398028520739027]",1,0.9999999999968364
"[0.0009101307722458928, 0.0009122102405813295, 0.0009092744556047358, 0.0009231738064940235, 0.0009325362796069143, 0.0008793700156362766, 0.0007529912519006849, 0.0005835078158232573, 0.000196000569824786]","[3.336195451497164, 3.3756859626455884, 3.390748556067768, 3.440197615341275, 3.354868269034791, 3.403517196400257, 3.051384301012743, 4.312977336837082, 3.3756822906512802]",1,0.9999999999992037
"[0.000920734679791488, 0.0009101307722458928, 0.0009122102405813295, 0.0009106462012213298, 0.0009352827033059572, 0.0008827113717157618, 0.0007551077085356537, 0.0005843169732338616, 0.00019805217566183628]","[3.3898570711157894, 3.336195451497164, 3.3756859626455884, 3.4453668913754623, 3.3765243588119667, 3.4094507694561105, 3.055923130012277, 4.312827064478016, 3.4100754287922914]",1,0.9999999999997098
"[0.0009245950853632763, 0.000920734679791488, 0.0009101307722458928, 0.0009092744556047358, 0.0009343968050603713, 0.0008910664044100608, 0.0007609191988685923, 0.0005922359384018222, 0.00019814901680470336]","[3.3811717977841727, 3.3898570711157894, 3.336195451497164, 3.390748556067768, 3.39180411012619, 3.4665388130695485, 3.0566975809942045, 4.336905938780354, 3.375507624806307]",1,0.9999999999994702
"[0.0009232312808298439, 0.0009245950853632763, 0.000920734679791488, 0.0009122102405813295, 0.0009303675284468795, 0.0008989990803332221, 0.0007692394860635065, 0.0006023872869547315, 0.00020663194468715392]","[3.427287722751692, 3.3811717977841727, 3.3898570711157894, 3.3756859626455884, 3.4052863653720014, 3.356904093552058, 3.079788121384708, 4.331664434585853, 3.218202975571758]",1,0.9999999999995912
"[0.0009245697046846722, 0.0009232312808298439, 0.0009245950853632763, 0.0009101307722458928, 0.0009231738064940235, 0.0009002746214723326, 0.000775309547077164, 0.0006195023247841485, 0.00021331298237311195]","[3.4009923726060145, 3.427287722751692, 3.3811717977841727, 3.336195451497164, 3.440197615341275, 3.310577503864692, 3.0978987252481756, 4.325988149557064, 3.181571519704369]",1,0.9999999999993809
"[0.0009241624212181008, 0.0009245697046846722, 0.0009232312808298439, 0.000920734679791488, 0.0009106462012213298, 0.0008976947664848533, 0.0007801603436940111, 0.0006302069597005813, 0.00022412085998001452]","[3.408122005232283, 3.4009923726060145, 3.427287722751692, 3.3898570711157894, 3.4453668913754623, 3.312225620099939, 3.1003831092013607, 4.32391304397421, 3.1800496504207407]",1,0.9999999999995317
"[0.0009265867205631123, 0.0009241624212181008, 0.0009245697046846722, 0.0009245950853632763, 0.0009092744556047358, 0.0009018065371643244, 0.0007946896640606616, 0.0006352363726051544, 0.00022694849924653342]","[3.4031607712718324, 3.408122005232283, 3.4009923726060145, 3.3811717977841727, 3.390748556067768, 3.3056276485367593, 3.1150280408499826, 4.308359734992779, 3.2173176982459943]",1,0.9999999999993596
"[0.0009251920865273791, 0.0009265867205631123, 0.0009241624212181008, 0.0009232312808298439, 0.0009122102405813295, 0.0009132753732174901, 0.0008095511102395078, 0.000644147833817427, 0.00023646830231544269]","[3.404173797746701, 3.4031607712718324, 3.408122005232283, 3.427287722751692, 3.3756859626455884, 3.3454053096260634, 3.105492233712701, 4.21505676446919, 3.2168090548418076]",1,0.9999999999995193
